hour,avg_value
0.0,22.46536677212454
0.25,22.913588569487175
0.5,25.794702683589758
0.75,45.99584926630037
1.0,49.056165651465165
1.25,53.40695077758242
1.5,55.138461538461556
1.75,53.73591881040293
2.0,51.527321765641055
2.25,48.50285133725277
2.5,47.26961844410256
2.75,46.46653815564101
3.0,44.941629730732586
3.25,44.34660214443224
3.5,40.819633385750905
3.75,41.40006477670329
4.0,39.323816421282075
4.25,41.341025641025624
4.5,40.054850055970704
4.75,40.28865158611721
5.0,42.05679221747252
5.25,42.01376865208794
5.5,42.98952670897436
5.75,40.9060960065934
6.0,40.79030625439559
6.25,41.255040902051284
6.5,41.32318139728937
6.75,42.75827370062273
7.0,43.27621887131867
7.25,41.38991050139193
7.5,39.84725973714287
7.75,38.982645040183165
8.0,40.0661065096337
8.25,35.953599794652014
8.5,33.8600060980586
8.75,32.062901455750904
9.0,29.228667874578743
9.25,28.75751336230769
9.5,28.924498185457896
9.75,27.04392007249084
10.0,25.117496259963364
10.25,25.205649929304027
10.5,23.32174236824177
10.75,20.145659822454206
11.0,22.23372027630036
11.25,21.51087794666666
11.5,16.72173130326007
11.75,16.267282575750915
12.0,14.449816849816854
12.25,13.760500929853478
12.5,12.440304858241754
12.75,13.57055509959707
13.0,11.400635631941393
13.25,9.13987600062271
13.5,8.970373572637369
13.75,12.419505671282055
14.0,15.952564456117221
14.25,16.479604930659338
14.5,14.69491442750916
14.75,11.5525400192674
15.0,11.160483462747258
15.25,9.800621536410256
15.5,9.564468864468864
15.75,8.236126462014651
16.0,10.931959883736267
16.25,11.772390198278387
16.5,10.832755770183153
16.75,11.784615384615384
17.0,12.381207616996328
17.25,13.739912595274731
17.5,12.785423102014652
17.75,9.471794871794872
18.0,9.377242534542123
18.25,9.208424908424908
18.5,11.083349062673996
18.75,12.587139918864468
19.0,12.420512820512817
19.25,14.623443223443232
19.5,15.562374981355308
19.75,13.713782747619044
20.0,13.06555962388279
20.25,11.299386980915749
20.5,12.739432716227112
20.75,15.087506090036621
21.0,15.222048933846159
21.25,13.535531135531134
21.5,11.42411777721612
21.75,13.485693428717942
22.0,14.330913965018313
22.25,15.355275630402925
22.5,16.987408513296707
22.75,16.348378159560454
23.0,14.64395604395604
23.25,16.169822498864466
23.5,17.615662065457876
23.75,19.08188307351649
