hour,avg_value
0.0,36.59877289377289
0.25,36.73386009209524
0.5,36.82730719209524
0.75,37.1696661933663
1.0,37.514219684666664
1.25,37.748411350252724
1.5,37.84330017519414
1.75,37.83273704847251
2.0,37.779882783882776
2.25,37.70725274725273
2.5,37.667357499040286
2.75,37.5940586080586
3.0,37.54121611721614
3.25,37.49431135531137
3.5,37.430946148787534
3.75,37.36620879120879
4.0,37.32612454212452
4.25,37.31242029882054
4.5,37.32457142857142
4.75,37.325229293912116
5.0,37.38329998482419
5.25,37.36980210224907
5.5,37.3575835114249
5.75,37.33355045256776
6.0,37.35930707409521
6.25,37.37677248911357
6.5,37.383591934168514
6.75,37.405974643498205
7.0,37.36750119084249
7.25,37.33454902344322
7.5,37.292974358974355
7.75,37.2470726643077
8.0,37.21022584735531
8.25,37.10714630659341
8.5,37.04332234432236
8.75,36.95444462715019
9.0,36.902438391355325
9.25,36.85917820009524
9.5,36.792563911457876
9.75,36.80194281232967
10.0,36.74522253835166
10.25,36.686380856827824
10.5,36.65389966560438
10.75,36.54444526204396
11.0,36.53231384923075
11.25,36.536819461736236
11.5,36.43897106814652
11.75,36.37255686280951
12.0,36.266678470684994
12.25,36.20066582643587
12.5,36.141170685853496
12.75,36.112175391377285
13.0,36.07833395014653
13.25,35.99655758746885
13.5,35.96641691354579
13.75,36.03544968947252
14.0,36.17560681641757
14.25,36.21541373019414
14.5,36.15852799678022
14.75,36.10025821646519
15.0,36.035495955567754
15.25,36.034305128761886
15.5,35.99879287094505
15.75,35.92890179787179
16.0,35.97365859823809
16.25,36.027921071043984
16.5,35.99543580188277
16.75,36.02632193966301
17.0,36.08838304740661
17.25,36.11418467765569
17.5,36.101914587597086
17.75,36.05544788473626
18.0,36.02412117868865
18.25,35.97754970916484
18.5,36.02149640652014
18.75,36.044409821186804
19.0,36.082764341315
19.25,36.131377302014656
19.5,36.18656115119046
19.75,36.14052816031134
20.0,36.10983140627839
20.25,36.07028965523075
20.5,36.085327953659345
20.75,36.15180500659339
21.0,36.16828891861535
21.25,36.170623330428576
21.5,36.11153772532601
21.75,36.11308424908425
22.0,36.18337353082051
22.25,36.188238095238106
22.5,36.239600732600735
22.75,36.29202138299269
23.0,36.289842490842496
23.25,36.31536955871064
23.5,36.365747252747255
23.75,36.49671152917585
